gene_id,gene_description,module,header
K25007,metV; methylenetetrahydrofolate reductase (NADH) small subunit,Wood-Ljungdahl pathway,carbon fixation
K25008,rnfC2; ion-translocating oxidoreductase complex subunit C [EC:7.-.-.-],Wood-Ljungdahl pathway,carbon fixation
K15023,acsE; 5-methyltetrahydrofolate corrinoid/iron sulfur protein methyltransferase [EC:2.1.1.258],Wood-Ljungdahl pathway,carbon fixation
K14138,acsB; acetyl-CoA synthase [EC:2.3.1.169],Wood-Ljungdahl pathway,carbon fixation
K00197,"cdhE, acsC; acetyl-CoA decarbonylase/synthase, CODH/ACS complex subunit gamma [EC:2.1.1.245]",Wood-Ljungdahl pathway,carbon fixation
K00194,"cdhD, acsD; acetyl-CoA decarbonylase/synthase, CODH/ACS complex subunit delta [EC:2.1.1.245]",Wood-Ljungdahl pathway,carbon fixation
K00855,"PRK, prkB; phosphoribulokinase [EC:2.7.1.19]",Calvin Cycle,carbon fixation
K01601,"rbcL, cbbL; ribulose-bisphosphate carboxylase large chain [EC:4.1.1.39]",Calvin Cycle,carbon fixation
K01602,"rbcS, cbbS; ribulose-bisphosphate carboxylase small chain [EC:4.1.1.39]",Calvin Cycle,carbon fixation
K00927,"PGK, pgk; phosphoglycerate kinase [EC:2.7.2.3]",Calvin Cycle,carbon fixation
K05298,GAPA; glyceraldehyde-3-phosphate dehydrogenase (NADP+) (phosphorylating) [EC:1.2.1.13],Calvin Cycle,carbon fixation
K00150,gap2; glyceraldehyde-3-phosphate dehydrogenase (NAD(P)) [EC:1.2.1.59],Calvin Cycle,carbon fixation
K00134,"GAPDH, gapA; glyceraldehyde 3-phosphate dehydrogenase (phosphorylating) [EC:1.2.1.12]",Calvin Cycle,carbon fixation
K01623,"ALDO; fructose-bisphosphate aldolase, class I [EC:4.1.2.13]",Calvin Cycle,carbon fixation
K01624,"FBA, fbaA; fructose-bisphosphate aldolase, class II [EC:4.1.2.13]",Calvin Cycle,carbon fixation
K03841,"FBP, fbp; fructose-1,6-bisphosphatase I [EC:3.1.3.11]",Calvin Cycle,carbon fixation
K02446,"glpX; fructose-1,6-bisphosphatase II [EC:3.1.3.11]",Calvin Cycle,carbon fixation
K11532,"glpX-SEBP; fructose-1,6-bisphosphatase II / sedoheptulose-1,7-bisphosphatase [EC:3.1.3.11 3.1.3.37]",Calvin Cycle,carbon fixation
K01086,"fbp-SEBP; fructose-1,6-bisphosphatase I / sedoheptulose-1,7-bisphosphatase [EC:3.1.3.11 3.1.3.37]",Calvin Cycle,carbon fixation
K00615,"E2.2.1.1, tktA, tktB; transketolase [EC:2.2.1.1]",Calvin Cycle,carbon fixation
K01100,E3.1.3.37; sedoheptulose-bisphosphatase [EC:3.1.3.37],Calvin Cycle,carbon fixation
K11532,"glpX-SEBP; fructose-1,6-bisphosphatase II / sedoheptulose-1,7-bisphosphatase [EC:3.1.3.11 3.1.3.37]",Calvin Cycle,carbon fixation
K01086,"fbp-SEBP; fructose-1,6-bisphosphatase I / sedoheptulose-1,7-bisphosphatase [EC:3.1.3.11 3.1.3.37]",Calvin Cycle,carbon fixation
K01807,rpiA; ribose 5-phosphate isomerase A [EC:5.3.1.6],Calvin Cycle,carbon fixation
K01808,rpiB; ribose 5-phosphate isomerase B [EC:5.3.1.6],Calvin Cycle,carbon fixation
K01964,K01964; acetyl-CoA/propionyl-CoA carboxylase [EC:6.4.1.2 6.4.1.3],Hydroxypropionate-hydroxybutylate cycle,carbon fixation
K15036,K15036; acetyl-CoA/propionyl-CoA carboxylase [EC:6.4.1.2 6.4.1.3 2.1.3.15],Hydroxypropionate-hydroxybutylate cycle,carbon fixation
K15037,K15037; biotin carboxyl carrier protein,Hydroxypropionate-hydroxybutylate cycle,carbon fixation
K15017,K15017; malonyl-CoA/succinyl-CoA reductase (NADPH) [EC:1.2.1.75 1.2.1.76],Hydroxypropionate-hydroxybutylate cycle,carbon fixation
K15039,K15039; 3-hydroxypropionate dehydrogenase (NADP+) [EC:1.1.1.298],Hydroxypropionate-hydroxybutylate cycle,carbon fixation
K15018,K15018; 3-hydroxypropionyl-coenzyme A synthetase [EC:6.2.1.36],Hydroxypropionate-hydroxybutylate cycle,carbon fixation
K15019,K15019; 3-hydroxypropionyl-coenzyme A dehydratase [EC:4.2.1.116],Hydroxypropionate-hydroxybutylate cycle,carbon fixation
K15020,K15020; acryloyl-coenzyme A reductase [EC:1.3.1.84],Hydroxypropionate-hydroxybutylate cycle,carbon fixation
K05606,"MCEE, epi; methylmalonyl-CoA/ethylmalonyl-CoA epimerase [EC:5.1.99.1]",Hydroxypropionate-hydroxybutylate cycle,carbon fixation
K01848,"E5.4.99.2A, mcmA1; methylmalonyl-CoA mutase, N-terminal domain [EC:5.4.99.2]",Hydroxypropionate-hydroxybutylate cycle,carbon fixation
K01849,"E5.4.99.2B, mcmA2; methylmalonyl-CoA mutase, C-terminal domain [EC:5.4.99.2]",Hydroxypropionate-hydroxybutylate cycle,carbon fixation
K15038,K15038; succinyl-CoA reductase [EC:1.2.1.76],Hydroxypropionate-hydroxybutylate cycle,carbon fixation
K14465,K14465; succinate semialdehyde reductase (NADPH) [EC:1.1.1.-],Hydroxypropionate-hydroxybutylate cycle,carbon fixation
K14466,K14466; 4-hydroxybutyrate---CoA ligase (AMP-forming) [EC:6.2.1.40],Hydroxypropionate-hydroxybutylate cycle,carbon fixation
K18861,K18861; 4-hydroxybutyrate---CoA ligase (AMP-forming) [EC:6.2.1.40],Hydroxypropionate-hydroxybutylate cycle,carbon fixation
K14534,abfD; 4-hydroxybutyryl-CoA dehydratase / vinylacetyl-CoA-Delta-isomerase [EC:4.2.1.120 5.3.3.3],Hydroxypropionate-hydroxybutylate cycle,carbon fixation
K15016,K15016; enoyl-CoA hydratase / 3-hydroxyacyl-CoA dehydrogenase [EC:4.2.1.17 1.1.1.35],Hydroxypropionate-hydroxybutylate cycle,carbon fixation
K00626,"ACAT, atoB; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]",Hydroxypropionate-hydroxybutylate cycle,carbon fixation
K01961,"accC; acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]",3-Hydroxypropionate bi-cycle,carbon fixation
K01962,accA; acetyl-CoA carboxylase carboxyl transferase subunit alpha [EC:6.4.1.2 2.1.3.15],3-Hydroxypropionate bi-cycle,carbon fixation
K01963,accD; acetyl-CoA carboxylase carboxyl transferase subunit beta [EC:6.4.1.2 2.1.3.15],3-Hydroxypropionate bi-cycle,carbon fixation
K02160,"accB, bccP; acetyl-CoA carboxylase biotin carboxyl carrier protein",3-Hydroxypropionate bi-cycle,carbon fixation
K14468,mcr; malonyl-CoA reductase / 3-hydroxypropionate dehydrogenase (NADP+) [EC:1.2.1.75 1.1.1.298],3-Hydroxypropionate bi-cycle,carbon fixation
K14469,K14469; acrylyl-CoA reductase (NADPH) / 3-hydroxypropionyl-CoA dehydratase / 3-hydroxypropionyl-CoA synthetase [EC:1.3.1.84 4.2.1.116 6.2.1.36],3-Hydroxypropionate bi-cycle,carbon fixation
K15052,K15052; propionyl-CoA carboxylase [EC:6.4.1.3 2.1.3.15],3-Hydroxypropionate bi-cycle,carbon fixation
K05606,"MCEE, epi; methylmalonyl-CoA/ethylmalonyl-CoA epimerase [EC:5.1.99.1]",3-Hydroxypropionate bi-cycle,carbon fixation
K01847,MUT; methylmalonyl-CoA mutase [EC:5.4.99.2],3-Hydroxypropionate bi-cycle,carbon fixation
K01848,"E5.4.99.2A, mcmA1; methylmalonyl-CoA mutase, N-terminal domain [EC:5.4.99.2]",3-Hydroxypropionate bi-cycle,carbon fixation
K01849,"E5.4.99.2B, mcmA2; methylmalonyl-CoA mutase, C-terminal domain [EC:5.4.99.2]",3-Hydroxypropionate bi-cycle,carbon fixation
K14471,smtA1; succinyl-CoA:(S)-malate CoA-transferase subunit A [EC:2.8.3.22],3-Hydroxypropionate bi-cycle,carbon fixation
K14472,smtB; succinyl-CoA:(S)-malate CoA-transferase subunit B [EC:2.8.3.22],3-Hydroxypropionate bi-cycle,carbon fixation
K00239,"sdhA, frdA; succinate dehydrogenase / fumarate reductase, flavoprotein subunit [EC:1.3.5.1 1.3.5.4]",3-Hydroxypropionate bi-cycle,carbon fixation
K00240,"sdhB, frdB; succinate dehydrogenase / fumarate reductase, iron-sulfur subunit [EC:1.3.5.1 1.3.5.4]",3-Hydroxypropionate bi-cycle,carbon fixation
K00241,"sdhC, frdC; succinate dehydrogenase / fumarate reductase, cytochrome b subunit",3-Hydroxypropionate bi-cycle,carbon fixation
K01679,"E4.2.1.2B, fumC, FH; fumarate hydratase, class II [EC:4.2.1.2]",3-Hydroxypropionate bi-cycle,carbon fixation
K08691,mcl; malyl-CoA/(S)-citramalyl-CoA lyase [EC:4.1.3.24 4.1.3.25],3-Hydroxypropionate bi-cycle,carbon fixation
K14449,"mch, mcd; 2-methylfumaryl-CoA hydratase [EC:4.2.1.148]",3-Hydroxypropionate bi-cycle,carbon fixation
K14470,mct; 2-methylfumaryl-CoA isomerase [EC:5.4.1.3],3-Hydroxypropionate bi-cycle,carbon fixation
K09709,meh; 3-methylfumaryl-CoA hydratase [EC:4.2.1.153],3-Hydroxypropionate bi-cycle,carbon fixation
K00169,porA; pyruvate ferredoxin oxidoreductase alpha subunit [EC:1.2.7.1],Dicarboxylate-hydroxybutylate cycle,carbon fixation
K00170,porB; pyruvate ferredoxin oxidoreductase beta subunit [EC:1.2.7.1],Dicarboxylate-hydroxybutylate cycle,carbon fixation
K00171,porD; pyruvate ferredoxin oxidoreductase delta subunit [EC:1.2.7.1],Dicarboxylate-hydroxybutylate cycle,carbon fixation
K00172,"porC, porG; pyruvate ferredoxin oxidoreductase gamma subunit [EC:1.2.7.1]",Dicarboxylate-hydroxybutylate cycle,carbon fixation
K01007,"pps, ppsA; pyruvate, water dikinase [EC:2.7.9.2]",Dicarboxylate-hydroxybutylate cycle,carbon fixation
K01595,ppc; phosphoenolpyruvate carboxylase [EC:4.1.1.31],Dicarboxylate-hydroxybutylate cycle,carbon fixation
K00024,mdh; malate dehydrogenase [EC:1.1.1.37],Dicarboxylate-hydroxybutylate cycle,carbon fixation
K01677,"E4.2.1.2AA, fumA; fumarate hydratase subunit alpha [EC:4.2.1.2]",Dicarboxylate-hydroxybutylate cycle,carbon fixation
K01678,"E4.2.1.2AB, fumB; fumarate hydratase subunit beta [EC:4.2.1.2]",Dicarboxylate-hydroxybutylate cycle,carbon fixation
K00239,"sdhA, frdA; succinate dehydrogenase / fumarate reductase, flavoprotein subunit [EC:1.3.5.1 1.3.5.4]",Dicarboxylate-hydroxybutylate cycle,carbon fixation
K00240,"sdhB, frdB; succinate dehydrogenase / fumarate reductase, iron-sulfur subunit [EC:1.3.5.1 1.3.5.4]",Dicarboxylate-hydroxybutylate cycle,carbon fixation
K00241,"sdhC, frdC; succinate dehydrogenase / fumarate reductase, cytochrome b subunit",Dicarboxylate-hydroxybutylate cycle,carbon fixation
K18860,"sdhD, frdD; putative succinate dehydrogenase / fumarate reductase, subunit D",Dicarboxylate-hydroxybutylate cycle,carbon fixation
K01902,sucD; succinyl-CoA synthetase alpha subunit [EC:6.2.1.5],Dicarboxylate-hydroxybutylate cycle,carbon fixation
K01903,sucC; succinyl-CoA synthetase beta subunit [EC:6.2.1.5],Dicarboxylate-hydroxybutylate cycle,carbon fixation
K15038,K15038; succinyl-CoA reductase [EC:1.2.1.76],Dicarboxylate-hydroxybutylate cycle,carbon fixation
K15017,K15017; malonyl-CoA/succinyl-CoA reductase (NADPH) [EC:1.2.1.75 1.2.1.76],Dicarboxylate-hydroxybutylate cycle,carbon fixation
K14465,K14465; succinate semialdehyde reductase (NADPH) [EC:1.1.1.-],Dicarboxylate-hydroxybutylate cycle,carbon fixation
K14467,4hbl; 4-hydroxybutyrate---CoA ligase (AMP-forming) [EC:6.2.1.40],Dicarboxylate-hydroxybutylate cycle,carbon fixation
K18861,K18861; 4-hydroxybutyrate---CoA ligase (AMP-forming) [EC:6.2.1.40],Dicarboxylate-hydroxybutylate cycle,carbon fixation
K14534,abfD; 4-hydroxybutyryl-CoA dehydratase / vinylacetyl-CoA-Delta-isomerase [EC:4.2.1.120 5.3.3.3],Dicarboxylate-hydroxybutylate cycle,carbon fixation
K15016,K15016; enoyl-CoA hydratase / 3-hydroxyacyl-CoA dehydrogenase [EC:4.2.1.17 1.1.1.35],Dicarboxylate-hydroxybutylate cycle,carbon fixation
K00626,"ACAT, atoB; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]",Dicarboxylate-hydroxybutylate cycle,carbon fixation
K00169,porA; pyruvate ferredoxin oxidoreductase alpha subunit [EC:1.2.7.1],rTCA Cycle,carbon fixation
K00170,porB; pyruvate ferredoxin oxidoreductase beta subunit [EC:1.2.7.1],rTCA Cycle,carbon fixation
K00171,porD; pyruvate ferredoxin oxidoreductase delta subunit [EC:1.2.7.1],rTCA Cycle,carbon fixation
K00172,"porC, porG; pyruvate ferredoxin oxidoreductase gamma subunit [EC:1.2.7.1]",rTCA Cycle,carbon fixation
K03737,"por, nifJ; pyruvate-ferredoxin/flavodoxin oxidoreductase [EC:1.2.7.1 1.2.7.-]",rTCA Cycle,carbon fixation
K01007,"pps, ppsA; pyruvate, water dikinase [EC:2.7.9.2]",rTCA Cycle,carbon fixation
K01006,"ppdK; pyruvate, orthophosphate dikinase [EC:2.7.9.1]",rTCA Cycle,carbon fixation
K01595,ppc; phosphoenolpyruvate carboxylase [EC:4.1.1.31],rTCA Cycle,carbon fixation
K01959,pycA; pyruvate carboxylase subunit A [EC:6.4.1.1],rTCA Cycle,carbon fixation
K01960,pycB; pyruvate carboxylase subunit B [EC:6.4.1.1],rTCA Cycle,carbon fixation
K01958,"PC, pyc; pyruvate carboxylase [EC:6.4.1.1]",rTCA Cycle,carbon fixation
K00024,mdh; malate dehydrogenase [EC:1.1.1.37],rTCA Cycle,carbon fixation
K01676,"E4.2.1.2A, fumA, fumB; fumarate hydratase, class I [EC:4.2.1.2]",rTCA Cycle,carbon fixation
K01679,"E4.2.1.2B, fumC, FH; fumarate hydratase, class II [EC:4.2.1.2]",rTCA Cycle,carbon fixation
K01677,"E4.2.1.2AA, fumA; fumarate hydratase subunit alpha [EC:4.2.1.2]",rTCA Cycle,carbon fixation
K01678,"E4.2.1.2AB, fumB; fumarate hydratase subunit beta [EC:4.2.1.2]",rTCA Cycle,carbon fixation
K00239,"sdhA, frdA; succinate dehydrogenase / fumarate reductase, flavoprotein subunit [EC:1.3.5.1 1.3.5.4]",rTCA Cycle,carbon fixation
K00240,"sdhB, frdB; succinate dehydrogenase / fumarate reductase, iron-sulfur subunit [EC:1.3.5.1 1.3.5.4]",rTCA Cycle,carbon fixation
K00241,"sdhC, frdC; succinate dehydrogenase / fumarate reductase, cytochrome b subunit",rTCA Cycle,carbon fixation
K00242,"sdhD, frdD; succinate dehydrogenase / fumarate reductase, membrane anchor subunit",rTCA Cycle,carbon fixation
K00244,frdA; fumarate reductase flavoprotein subunit [EC:1.3.5.4],rTCA Cycle,carbon fixation
K00245,frdB; fumarate reductase iron-sulfur subunit [EC:1.3.5.4],rTCA Cycle,carbon fixation
K00246,frdC; fumarate reductase subunit C,rTCA Cycle,carbon fixation
K00247,frdD; fumarate reductase subunit D,rTCA Cycle,carbon fixation
K18556,frdA; NADH-dependent fumarate reductase subunit A [EC:1.3.1.6],rTCA Cycle,carbon fixation
K18557,frdB; NADH-dependent fumarate reductase subunit B [EC:1.3.1.6],rTCA Cycle,carbon fixation
K18558,frdC; NADH-dependent fumarate reductase subunit C,rTCA Cycle,carbon fixation
K18559,frdD; NADH-dependent fumarate reductase subunit D,rTCA Cycle,carbon fixation
K18560,frdE; NADH-dependent fumarate reductase subunit E,rTCA Cycle,carbon fixation
K01902,sucD; succinyl-CoA synthetase alpha subunit [EC:6.2.1.5],rTCA Cycle,carbon fixation
K01903,sucC; succinyl-CoA synthetase beta subunit [EC:6.2.1.5],rTCA Cycle,carbon fixation
K00174,"korA, oorA, oforA; 2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit alpha [EC:1.2.7.3 1.2.7.11]",rTCA Cycle,carbon fixation
K00175,"korB, oorB, oforB; 2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit beta [EC:1.2.7.3 1.2.7.11]",rTCA Cycle,carbon fixation
K00177,"korC, oorC; 2-oxoglutarate ferredoxin oxidoreductase subunit gamma [EC:1.2.7.3]",rTCA Cycle,carbon fixation
K00176,"korD, oorD; 2-oxoglutarate ferredoxin oxidoreductase subunit delta [EC:1.2.7.3]",rTCA Cycle,carbon fixation
K00031,"IDH1, IDH2, icd; isocitrate dehydrogenase [EC:1.1.1.42]",rTCA Cycle,carbon fixation
K01681,"ACO, acnA; aconitate hydratase [EC:4.2.1.3]",rTCA Cycle,carbon fixation
K01682,acnB; aconitate hydratase 2 / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99],rTCA Cycle,carbon fixation
K15230,aclA; ATP-citrate lyase alpha-subunit [EC:2.3.3.8],rTCA Cycle,carbon fixation
K15231,aclB; ATP-citrate lyase beta-subunit [EC:2.3.3.8],rTCA Cycle,carbon fixation
K15232,ccsA; citryl-CoA synthetase large subunit [EC:6.2.1.18],rTCA Cycle,carbon fixation
K15233,ccsB; citryl-CoA synthetase small subunit,rTCA Cycle,carbon fixation
K15234,ccl; citryl-CoA lyase [EC:4.1.3.34],rTCA Cycle,carbon fixation
K15551,"Taurine,tauA",Mineral and organic ion transporter,abc transporter
K11069,"spermidine/putrescine,potD",Mineral and organic ion transporter,abc transporter
K11073,"putrescine,potF",Mineral and organic ion transporter,abc transporter
K02002,"glycine betaine/proline,proX ",Mineral and organic ion transporter,abc transporter
K02000,"glycine betaine/proline,proV",Mineral and organic ion transporter,abc transporter
K15770,"galactose oligomer/maltoolidosaccharide,ganO","Oligosaccaride, polyol, lipid transporter",abc transporter
K10111,"galactose oligomer/maltoolidosaccharide,msmX","Oligosaccaride, polyol, lipid transporter",abc transporter
K10112,"galactose oligomer/maltoolidosaccharide,msmX","Oligosaccaride, polyol, lipid transporter",abc transporter
K10117,"raffinose,msmE","Oligosaccaride, polyol, lipid transporter",abc transporter
K10112,"raffinose,msmK","Oligosaccaride, polyol, lipid transporter",abc transporter
K10227,"sorbitol/mannitol,smoE","Oligosaccaride, polyol, lipid transporter",abc transporter
K10232,"alpha-glucoside,aglE","Oligosaccaride, polyol, lipid transporter",abc transporter
K17241,"a-1,4-digalacturonate,aguE","Oligosaccaride, polyol, lipid transporter",abc transporter
K10236,"trehalose/maltose,thuE","Oligosaccaride, polyol, lipid transporter",abc transporter
K10112,"cellubiose/chitobiose,msiK","Oligosaccaride, polyol, lipid transporter",abc transporter
K10112,"arabinooligosaccharide,msmX","Oligosaccaride, polyol, lipid transporter",abc transporter
K17315,"glucose/mannose ,gtsA",Monosaccharide transporter,abc transporter
K10112,"glucose/mannose ,malK",Monosaccharide transporter,abc transporter
K10439,"ribose/autoinducer 2/D-xylose ,rbsB",Monosaccharide transporter,abc transporter
K10543,"D-xylose ,xylF",Monosaccharide transporter,abc transporter
K10559,"rhamnose,rhaS",Monosaccharide transporter,abc transporter
K17213,"myo-inositol,ibpA",Monosaccharide transporter,abc transporter
K17237,"myo-inositol 1-phosphat,inoE",Monosaccharide transporter,abc transporter
K17240,"myo-inositol 1-phosphat,inoK",Monosaccharide transporter,abc transporter
K17321,"glycerol,glpV",Monosaccharide transporter,abc transporter
K05813,"sn-glycerol-phosphate transport system,ugpB",Monosaccharide transporter,abc transporter
K02044,"phosphonate,phnD",Phosphate and amino acid transporter,abc transporter
K10001,"glutamate/aspartate,gltI/aatJ",Phosphate and amino acid transporter,abc transporter
K10018,"octopine/nopaline,occT",Phosphate and amino acid transporter,abc transporter
K09969,"gerneral L-amino acid,aapJ",Phosphate and amino acid transporter,abc transporter
K09972,"gerneral L-amino acid,aapP",Phosphate and amino acid transporter,abc transporter
K10022,"arginine/ornithine,aotJ",Phosphate and amino acid transporter,abc transporter
K01999,"branched-chain amino acid,livK",Phosphate and amino acid transporter,abc transporter
K11959,"urea,urtA",Phosphate and amino acid transporter,abc transporter
K11963,"urea,urtE",Phosphate and amino acid transporter,abc transporter
K15580,"oligopeptide,oppA",Peptide and nickel transporter,abc transporter
K15583,"oligopeptide,oppD",Peptide and nickel transporter,abc transporter
K10823,"oligopeptide,oppF",Peptide and nickel transporter,abc transporter
K12368 ,"dipeptide/heme/8-aminolevulinic acid,dppA",Peptide and nickel transporter,abc transporter
K02040,"phosphate assimilation/limitation,pstS",Two component system,abc transporter
K11688,"C4-dicarboxyrate,dctP",Two component system,abc transporter
K07795,"tricarboxylates transport,tctC",Two component system,abc transporter
K00826,"branched-chain amino acid aminotransferase,ilvE",Branched-chain amino acid degradation,abc transporter
K01640,"hydroxymethylglutaryl-CoA lyase,hmgL",Branched-chain amino acid degradation,abc transporter
K00020,"3-hydroxyisobutyrate dehydrogenase,mmsB",Branched-chain amino acid degradation,abc transporter
K00382,"dihydrolipoamide dehydrogenase,lpd, pdhD",Branched-chain amino acid degradation,abc transporter
